ID;SKU;Estado;Visible en tienda;Línea;Categoría;Subcategoría;Nombre;Marca;Precio;Disponibilidad;Descripción;Talla;Color;Etiqueta;Carpeta categoría;Carpeta producto;Imágenes;Registro fotográfico visible;Cantidad de fotografías
S61;;Activo;Sí;Style;Ropa deportiva hombre / chaqueta;;Chaqueta hombre antifluido con capucha;LIHEN.CO;67500;Disponible / por confirmar;"Chaqueta hombre antifluido con capucha de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;chaqueta_hombre_antifluido_con_capucha;./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_5.webp;Sí;5
S57;;Activo;Sí;Style;Ropa deportiva hombre / licra corta;;Licra corta hombre nacional;LIHEN.CO;40500;Disponible / por confirmar;"Licra corta hombre nacional de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;licra_corta_hombre_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/licra_corta_hombre_nacional/licra_corta_hombre_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/licra_corta_hombre_nacional/licra_corta_hombre_nacional_1.webp;Sí;2
S64;;Activo;Sí;Style;Ropa deportiva hombre / pantaloneta;;Pantaloneta importada hombre con licra interna;LIHEN.CO;48000;Disponible / por confirmar;"Pantaloneta importada hombre con licra interna de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;pantaloneta_importada_hombre_con_licra_interna;./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_3.webp;Sí;4
S63;;Activo;Sí;Style;Ropa deportiva hombre / pantaloneta;;Pantaloneta importada hombre sin licra interna;LIHEN.CO;52500;Disponible / por confirmar;"Pantaloneta importada hombre sin licra interna de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;pantaloneta_importada_hombre_sin_licra_interna;./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_3.webp;Sí;4
S58;;Activo;Sí;Style;Ropa deportiva hombre / sudadera;;Sudadera nacional hombre antifluido;LIHEN.CO;52500;Disponible / por confirmar;"Sudadera nacional hombre antifluido de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;sudadera_nacional_hombre_antifluido;./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_4.webp;Sí;5
S65;;Activo;Sí;Style;Ropa deportiva niño / camiseta manga larga;;Calentador niño;LIHEN.CO;22500;Disponible / por confirmar;"Calentador niño de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_nino;calentador_nino;./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_0.webp|./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_1.webp|./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_2.webp|./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_3.webp;Sí;4
S19;;Activo;Sí;Style;Ropa deportiva / vestido mujer;;Vestido Karla suplex;LIHEN.CO;72000;Disponible / por confirmar;"Vestido Karla suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_karla_suplex;./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_2.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_3.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_4.webp;Sí;5
S18;;Activo;Sí;Style;Ropa deportiva / vestido mujer;;Vestido Lola suplex;LIHEN.CO;72500;Disponible / por confirmar;"Vestido Lola suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_lola_suplex;./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_2.webp|./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_3.webp;Sí;4
S20;;Activo;Sí;Style;Ropa deportiva / vestido mujer;;Vestido manga corta prenses suplex;LIHEN.CO;75000;Disponible / por confirmar;"Vestido manga corta prenses suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_manga_corta_prenses_suplex;./assets/productos/STYLE/vestidos/vestido_manga_corta_prenses_suplex/vestido_manga_corta_prenses_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_manga_corta_prenses_suplex/vestido_manga_corta_prenses_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_manga_corta_prenses_suplex/vestido_manga_corta_prenses_suplex_2.webp;Sí;3
S21;;Activo;Sí;Style;Ropa deportiva / vestido mujer;;Vestido manga larga prenses suplex;LIHEN.CO;79500;Disponible / por confirmar;"Vestido manga larga prenses suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_manga_larga_prenses_suplex;./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_2.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_3.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_4.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_5.webp;Sí;6
B114;BC-047;Activo;No;Beauty Care;Accesorios Beauty Care;Gancho;Gacho flor x2;LIHEN.CO;6000;Disponible;Gacho flor x2 de LIHEN.CO, accesorio seleccionado para complementar tu estilo o rutina de forma sencilla. Su diseño permite combinarlo con distintas opciones según la ocasión y preferencia personal. Revisa las fotografías disponibles y confirma con LIHEN.CO los detalles de la referencia antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B115;BC-049;Activo;No;Beauty Care;Accesorios Beauty Care;Gancho;Gacho flor x3;LIHEN.CO;6000;Disponible / por confirmar;Gacho flor x3 de LIHEN.CO, accesorio seleccionado para complementar tu estilo o rutina de forma sencilla. Su diseño permite combinarlo con distintas opciones según la ocasión y preferencia personal. Revisa las fotografías disponibles y confirma con LIHEN.CO los detalles de la referencia antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B116;BC-048;Activo;No;Beauty Care;Accesorios Beauty Care;Gancho;Gacho flor x4;LIHEN.CO;6000;Disponible / por confirmar;Gacho flor x4 de LIHEN.CO, accesorio seleccionado para complementar tu estilo o rutina de forma sencilla. Su diseño permite combinarlo con distintas opciones según la ocasión y preferencia personal. Revisa las fotografías disponibles y confirma con LIHEN.CO los detalles de la referencia antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B121;BC-023;Activo;No;Beauty Care;Accesorios Beauty Care;Gorro;Gorro de satin;LIHEN.CO;12000;Disponible;Gorro de satin de LIHEN.CO, accesorio seleccionado para complementar tu estilo o rutina de forma sencilla. Su diseño permite combinarlo con distintas opciones según la ocasión y preferencia personal. Revisa las fotografías disponibles y confirma con LIHEN.CO los detalles de la referencia antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B122;BC-024;Activo;No;Beauty Care;Accesorios Beauty Care;Moña;Moña de satin;LIHEN.CO;6345;Disponible;Moña de satin de LIHEN.CO, accesorio seleccionado para complementar tu estilo o rutina de forma sencilla. Su diseño permite combinarlo con distintas opciones según la ocasión y preferencia personal. Revisa las fotografías disponibles y confirma con LIHEN.CO los detalles de la referencia antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S68;ST-001;Activo;No;Style;Accesorios Style;Arete;Aretes dorados pequeños;LIHEN.CO;9000;Disponible;Aretes dorados pequeños de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S69;ST-002;Activo;No;Style;Accesorios Style;Manilla;Manilla ajustable;LIHEN.CO;11725;Disponible / por confirmar;Manilla ajustable de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B126;ST-004;Activo;No;Beauty Care;Accesorios Beauty Care;Moña;Moña satinada;LIHEN.CO;6460;Disponible / por confirmar;Moña satinada de LIHEN.CO, accesorio seleccionado para complementar tu estilo o rutina de forma sencilla. Su diseño permite combinarlo con distintas opciones según la ocasión y preferencia personal. Revisa las fotografías disponibles y confirma con LIHEN.CO los detalles de la referencia antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S71;BC-065;Activo;No;Style;Accesorios Style;Anillo;Anillo flores;LIHEN.CO;8000;Disponible;Anillo flores de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B128;BC-008;Activo;No;Beauty Care;Accesorios Beauty Care;Beauty Blender;Poeder sponge;LIHEN.CO;7000;Disponible;Poeder sponge de LIHEN.CO, accesorio de belleza pensado para facilitar tareas de aplicación, difuminado o arreglo dentro de la rutina personal, según el tipo de herramienta. Su formato práctico permite complementar los productos que ya utilizas. Revisa la referencia y confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S72;BC-064;Activo;No;Style;Accesorios Style;Anillo;Anillo corazon;LIHEN.CO;8000;Disponible;Anillo corazon de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S73;BC-059;Activo;No;Style;Accesorios Style;Candonga;Candoga pequeña de hoja;LIHEN.CO;8000;Disponible;Candoga pequeña de hoja de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S74;BC-058;Activo;No;Style;Accesorios Style;Candonga;Candonga mediana;LIHEN.CO;8000;Disponible;Candonga mediana de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S75;BC-060;Activo;No;Style;Accesorios Style;Candonga;Candonga mediana dorada;LIHEN.CO;8000;Disponible;Candonga mediana dorada de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S76;BC-056;Activo;No;Style;Accesorios Style;Collar;Corazon virgen dorada;LIHEN.CO;14000;Disponible / por confirmar;Corazon virgen dorada de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S77;BC-057;Activo;No;Style;Accesorios Style;Ear cuff;Choker de hojas;LIHEN.CO;15000;Disponible;Choker de hojas de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S78;BC-066;Activo;No;Style;Accesorios Style;Ear cuff;Ear cuff;LIHEN.CO;8260;Disponible;Ear cuff de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S79;BC-063;Activo;No;Style;Accesorios Style;Manilla;Manilla flor con diamante verde;LIHEN.CO;14000;Disponible / por confirmar;Manilla flor con diamante verde de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S80;BC-061;Activo;No;Style;Accesorios Style;Manilla;Manilla perlas rosa con blanco;LIHEN.CO;15000;Disponible / por confirmar;Manilla perlas rosa con blanco de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S81;BC-062;Activo;No;Style;Accesorios Style;Manilla;Manilla sencilla;LIHEN.CO;12500;Disponible / por confirmar;Manilla sencilla de LIHEN.CO, accesorio seleccionado para complementar looks de forma sencilla y versátil. Su diseño permite incorporarlo a distintas combinaciones según el estilo personal y la ocasión. Revisa las fotografías y confirma con LIHEN.CO la referencia, medidas o acabado disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B111;BC-033;Activo;No;Beauty Care;Skincare / rostro;Kit;Mini kit centella;Madagascar Centella;149000;Disponible;Mini Kit Madagascar Centella de SKIN1004 reúne cinco productos en tamaño mini para probar o llevar la rutina Centella de la marca. La referencia oficial incluye pasos de limpieza, tonificación, ampolla y crema, en formatos pensados para viaje o prueba. Es una alternativa práctica para conocer la línea sin llevar presentaciones de tamaño completo.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S70;ST-003;Activo;No;Style;Ropa / Casual;Mujer;Blusa básica;LIHEN.CO;44900;Disponible;"Blusa básica de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B127;BC-053;Activo;No;Beauty Care;Maquillaje / labios;Brillo;Brillo llavero;New;12000;Disponible / por confirmar;Brillo llavero de New, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S67;;Activo;Sí;Style;Ropa deportiva / licra;;Licra deportiva corta Nike;Nike;35000;Disponible;Licra deportiva corta Nike elaborada en tela power, diseñada para brindar comodidad, soporte y libertad de movimiento durante el entrenamiento. Cuenta con ajuste cómodo y firme, diseño deportivo y un toque suave que favorece la silueta. Ideal para rutinas fitness y uso deportivo.;Por confirmar;Negro;Nuevo ingreso;ropa_deportiva;licra_deportiva_corta_nike;./assets/productos/STYLE/ropa_deportiva/licra_deportiva_corta_nike/licra_deportiva_corta_nike_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_deportiva_corta_nike/licra_deportiva_corta_nike_1.webp;Sí;2
S66;;Activo;Sí;Style;Ropa casual hombre / camiseta;;Camiseta clásica Polo en tela fría;Polo;40000;Disponible;Camiseta clásica para hombre elaborada en tela fría, fresca y ligera. Cuenta con diseño de cuello redondo, manga corta y logo Polo bordado en el pecho. Su estilo versátil permite combinarla con jeans, joggers o shorts para crear un look casual y cómodo. Disponible en tallas S, M, L y XL, y en varios colores.;S, M, L y XL;Beige, rojo, blanco, gris, negro y rosado;Nuevo ingreso;ropa_casual_hombre;camiseta_clasica_polo_tela_fria;./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_0.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_1.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_2.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_3.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_4.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_5.webp;Sí;6
B129;BC-079;Activo;No;Beauty Care;Maquillaje / ojos;Pestañina;Pestañina Prosa;Prosa;18000;Disponible;"Pestañina Profesional Prosa para definir las pestañas y aportar un efecto de volumen natural. La marca describe un cepillo profesional de nylon pensado para elevar y dar volumen, especialmente en pestañas medianas. Una opción práctica para destacar la mirada dentro del maquillaje diario; confirma disponibilidad con LIHEN.CO.";Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B130;BC-042;Activo;No;Beauty Care;Cuidado / corporal;Kit;Kit cartuchera;Púrpure by Angie Bedoya;39900;Disponible;Kit cartuchera de Púrpure by Angie Bedoya, kit que reúne productos o accesorios relacionados en una sola referencia para facilitar una rutina o experiencia más completa. El contenido puede variar según la presentación, por lo que es importante confirmar con LIHEN.CO qué incluye exactamente la unidad disponible antes de comprar.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B131;BC-021;Activo;No;Beauty Care;Maquillaje / labios;Lip;Purpure glossy tomo 02;Púrpure by Angie Bedoya;19900;Disponible;Purpure glossy tomo 02 de Púrpure by Angie Bedoya, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B132;BC-022;Activo;No;Beauty Care;Maquillaje / labios;Lip;Purpure glossy tono 01;Púrpure by Angie Bedoya;19900;Disponible / por confirmar;Purpure glossy tono 01 de Púrpure by Angie Bedoya, producto para labios pensado para aportar color, brillo o definición según su formato específico. La referencia corresponde a 01. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B88;;Activo;Sí;Beauty Care;Cuidado corporal / mantequilla corporal;;Mini Mantequilla Corporal Púrpure;Púrpure by Angie Bedoya;12000;Disponible;Mini mantequilla corporal Púrpure con textura cremosa, ideal para complementar la rutina diaria de cuidado corporal. Ayuda a mantener la piel suave, hidratada y delicadamente perfumada. Su presentación práctica permite llevarla fácilmente en el bolso o la mochila. Disponible en diferentes aromas.;Presentación mini, contenido por confirmar;Fresa, sandía, caramelo, chocolate, maracuyá y chicle;Nuevo ingreso;cuidado_corporal;mini_mantequilla_corporal_purpure;./assets/productos/BEAUTY_CARE/cuidado_corporal/mini_mantequilla_corporal_purpure/mini_mantequilla_corporal_purpure_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/mini_mantequilla_corporal_purpure/mini_mantequilla_corporal_purpure_1.webp;Sí;2
B133;BC-040;Activo;No;Beauty Care;Cuidado / corporal;Decolorante;Rayitos de sol;Rayitos de Sol;16000;Disponible / por confirmar;Rayitos de sol de Rayitos de Sol, referencia de cuidado corporal/decoloración disponible en el catálogo de LIHEN.CO. Por tratarse de un producto cuyo uso depende de su fórmula y advertencias, revisa cuidadosamente el empaque y sigue exclusivamente las instrucciones del fabricante. Confirma presentación y disponibilidad antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B134;BC-001;Activo;No;Beauty Care;Maquillaje / rostro;Corrrector;Corrector Flawless Tono BEGE 2;Ruby Rose;15930;Disponible;Corrector Flawless Tono BEGE 2 de Ruby Rose, corrector de maquillaje para complementar la preparación del rostro y trabajar un acabado más uniforme según la técnica de aplicación. La referencia corresponde a BEGE 2. Combínalo con el resto de tu rutina de maquillaje y confirma con LIHEN.CO que el tono disponible corresponda a lo que buscas.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B135;BC-073;Activo;No;Beauty Care;Skincare / rostro;Mascarilla;Mascarilla de labios;Samy;29900;Disponible;Mascarilla de labios de Samy, mascarilla para complementar la rutina de cuidado según la fórmula y presentación específica de la referencia. Es una opción práctica para dedicar un paso adicional al cuidado personal. Como los beneficios pueden variar entre versiones, confirma con LIHEN.CO la variante disponible y revisa las indicaciones del fabricante.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B136;BC-076;Activo;No;Beauty Care;Maquillaje / ojos;Delineador;Delineador Samy;Samy;23000;Disponible;Delineador Samy de Samy, referencia de maquillaje pensada para definir y dar mayor intención a los trazos en ojos o cejas, según la categoría del producto. Su formato permite incorporarlo tanto a looks cotidianos como a maquillajes más marcados. Confirma la variante y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B137;BC-081;Activo;No;Beauty Care;Maquillaje / ojos;Lapiz;Lápiz Delineador Profesional Samy;Samy;10000;Disponible;Lápiz Delineador Profesional Samy de Samy, referencia de maquillaje pensada para definir y dar mayor intención a los trazos en ojos o cejas, según la categoría del producto. Su formato permite incorporarlo tanto a looks cotidianos como a maquillajes más marcados. Confirma la variante y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B138;BC-080;Activo;No;Beauty Care;Maquillaje / ojos;Sombras;Paleta x9 sombras de ojos  Samy;Samy;28000;Disponible;Paleta x9 sombras de ojos  Samy de Samy, producto de maquillaje para aportar dimensión, color o acabado al rostro según su función dentro de la rutina. Permite complementar diferentes estilos de maquillaje sin necesidad de atribuirle beneficios ajenos a su categoría. Confirma tono, presentación y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
